"ID
операции"	Дата	Магазин	Артикул	Операция	"Количество
упаковок, шт"	Цена руб/шт
31598	11.06.2021	М74	16	Поставка	50	364
31599	11.06.2021	М74	16	Продажа	40	500
31600	11.06.2021	М74	18	Продажа	169	54
31601	11.06.2021	М74	24	Продажа	70	189
31602	11.06.2021	М74	25	Поставка	40	106
31603	11.06.2021	М74	25	Продажа	28	144
31604	11.06.2021	М74	27	Поставка	20	347
31605	11.06.2021	М74	29	Продажа	168	46
31606	11.06.2021	М74	31	Поставка	100	45
31607	11.06.2021	М74	33	Продажа	59	69
31608	11.06.2021	М74	35	Продажа	151	70
31609	11.06.2021	М74	39	Поставка	20	388
31610	11.06.2021	М74	40	Поставка	30	239
31611	11.06.2021	М74	49	Поставка	100	48
31612	11.06.2021	М74	50	Продажа	25	90
31613	11.06.2021	М74	54	Продажа	129	125
31614	11.06.2021	М74	57	Продажа	94	307
31615	11.06.2021	М74	62	Поставка	20	104
31616	11.06.2021	М74	63	Поставка	10	194
31617	11.06.2021	М75	1	Продажа	33	306
31618	11.06.2021	М75	3	Поставка	100	88
31619	11.06.2021	М75	4	Поставка	30	15
31620	11.06.2021	М75	4	Продажа	31	14
31621	11.06.2021	М75	6	Поставка	50	191
31622	11.06.2021	М75	11	Поставка	30	209
31623	11.06.2021	М75	13	Поставка	100	38
31624	11.06.2021	М75	14	Продажа	56	251
31625	11.06.2021	М75	15	Поставка	50	47
31626	11.06.2021	М75	17	Поставка	40	168
31627	11.06.2021	М75	17	Продажа	52	248
31628	11.06.2021	М75	18	Продажа	160	86
31629	11.06.2021	М75	22	Поставка	10	322
31630	11.06.2021	М75	24	Поставка	100	148
31631	11.06.2021	М75	28	Продажа	79	45
31632	11.06.2021	М75	29	Поставка	100	28
31633	11.06.2021	М75	31	Продажа	74	62
31634	11.06.2021	М75	32	Продажа	85	75
31635	11.06.2021	М75	37	Поставка	100	61
31636	11.06.2021	М75	39	Поставка	30	332
31637	11.06.2021	М75	40	Продажа	34	315
31638	11.06.2021	М75	41	Поставка	100	110
31639	11.06.2021	М75	41	Продажа	67	126
31640	11.06.2021	М75	42	Поставка	50	70
31641	11.06.2021	М75	42	Продажа	50	95
31642	11.06.2021	М75	43	Поставка	50	94
31643	11.06.2021	М75	44	Поставка	50	52
31644	11.06.2021	М75	47	Поставка	30	385
31645	11.06.2021	М75	47	Продажа	27	573
31646	11.06.2021	М75	54	Продажа	116	134
31647	11.06.2021	М75	55	Продажа	101	42
31648	11.06.2021	М75	56	Продажа	51	113
31649	11.06.2021	М75	63	Продажа	10	281
31650	11.06.2021	М75	64	Продажа	136	56
31651	11.06.2021	М76	1	Продажа	90	211
31652	11.06.2021	М76	2	Продажа	131	96
31653	11.06.2021	М76	3	Продажа	214	83
31654	11.06.2021	М76	4	Поставка	100	14
31655	11.06.2021	М76	6	Поставка	100	173
31656	11.06.2021	М76	6	Продажа	96	164
31657	11.06.2021	М76	8	Поставка	200	53
31658	11.06.2021	М76	8	Продажа	275	66
31659	11.06.2021	М76	10	Поставка	100	189
31660	11.06.2021	М76	12	Поставка	100	176
31661	11.06.2021	М76	16	Поставка	50	420
31662	11.06.2021	М76	18	Поставка	300	49
31663	11.06.2021	М76	22	Продажа	22	413
31664	11.06.2021	М76	24	Поставка	200	144
31665	11.06.2021	М76	24	Продажа	117	225
31666	11.06.2021	М76	25	Поставка	50	97
31667	11.06.2021	М76	28	Поставка	200	35
31668	11.06.2021	М76	29	Поставка	300	39
31669	11.06.2021	М76	30	Продажа	131	281
31670	11.06.2021	М76	31	Продажа	163	46
31671	11.06.2021	М76	32	Продажа	191	74
31672	11.06.2021	М76	42	Поставка	50	60
31673	11.06.2021	М76	45	Продажа	40	52
31674	11.06.2021	М76	46	Поставка	100	57
31675	11.06.2021	М76	49	Поставка	200	53
31676	11.06.2021	М76	50	Поставка	40	70
31677	11.06.2021	М76	54	Продажа	256	106
31678	11.06.2021	М76	56	Поставка	100	92
31679	11.06.2021	М76	59	Поставка	100	198
31680	11.06.2021	М76	61	Поставка	40	78
31681	11.06.2021	М76	64	Поставка	200	41
31682	11.06.2021	М77	5	Продажа	57	56
31683	11.06.2021	М77	11	Продажа	14	211
31684	11.06.2021	М77	12	Продажа	28	189
31685	11.06.2021	М77	13	Продажа	77	55
31686	11.06.2021	М77	14	Поставка	30	201
31687	11.06.2021	М77	19	Продажа	32	236
31688	11.06.2021	М77	22	Продажа	7	431
31689	11.06.2021	М77	24	Продажа	30	270
31690	11.06.2021	М77	29	Продажа	79	35
31691	11.06.2021	М77	35	Поставка	50	49
31692	11.06.2021	М77	38	Поставка	40	79
31693	11.06.2021	М77	39	Продажа	12	424
31694	11.06.2021	М77	40	Поставка	20	274
31695	11.06.2021	М77	41	Продажа	41	142
31696	11.06.2021	М77	43	Поставка	20	80
31697	11.06.2021	М77	44	Поставка	30	61
31698	11.06.2021	М77	45	Продажа	9	47
31699	11.06.2021	М77	46	Поставка	30	56
31700	11.06.2021	М77	58	Поставка	10	143
31701	11.06.2021	М77	62	Поставка	10	122
31702	11.06.2021	М77	62	Продажа	10	161
31703	11.06.2021	М78	2	Поставка	300	86
31704	11.06.2021	М78	4	Продажа	141	15
31705	11.06.2021	М78	5	Поставка	400	43
31706	11.06.2021	М78	6	Поставка	300	205
31707	11.06.2021	М78	7	Поставка	100	30
31708	11.06.2021	М78	7	Продажа	114	50
31709	11.06.2021	М78	10	Продажа	222	185
31710	11.06.2021	М78	11	Поставка	100	176
31711	11.06.2021	М78	12	Продажа	246	210
31712	11.06.2021	М78	13	Продажа	414	63
31713	11.06.2021	М78	15	Поставка	200	61
31714	11.06.2021	М78	16	Поставка	100	376
31715	11.06.2021	М78	18	Поставка	600	56
31716	11.06.2021	М78	22	Поставка	50	280
31717	11.06.2021	М78	22	Продажа	41	476
31718	11.06.2021	М78	23	Поставка	100	460
31719	11.06.2021	М78	27	Поставка	50	343
31720	11.06.2021	М78	29	Продажа	745	48
31721	11.06.2021	М78	33	Продажа	305	54
31722	11.06.2021	М78	35	Поставка	500	59
31723	11.06.2021	М78	37	Продажа	484	77
31724	11.06.2021	М78	38	Поставка	200	78
31725	11.06.2021	М78	38	Продажа	238	71
31726	11.06.2021	М78	40	Поставка	100	228
31727	11.06.2021	М78	41	Поставка	400	92
31728	11.06.2021	М78	44	Продажа	256	65
31729	11.06.2021	М78	47	Продажа	114	479
31730	11.06.2021	М78	48	Поставка	300	115
31731	11.06.2021	М78	49	Поставка	400	60
31732	11.06.2021	М78	52	Поставка	700	36
31733	11.06.2021	М78	52	Продажа	618	30
31734	11.06.2021	М78	61	Поставка	100	96
31735	11.06.2021	М78	61	Продажа	76	88
31736	11.06.2021	М78	62	Поставка	50	136
31737	11.06.2021	М79	2	Поставка	20	74
31738	11.06.2021	М79	4	Поставка	10	17
31739	11.06.2021	М79	5	Продажа	29	37
31740	11.06.2021	М79	6	Поставка	10	146
31741	11.06.2021	М79	7	Поставка	10	37
31742	11.06.2021	М79	8	Продажа	30	57
31743	11.06.2021	М79	9	Продажа	20	80
31744	11.06.2021	М79	12	Поставка	20	179
31745	11.06.2021	М79	16	Поставка	10	348
31746	11.06.2021	М79	16	Продажа	10	520
31747	11.06.2021	М79	24	Продажа	20	220
31748	11.06.2021	М79	27	Поставка	10	417
31749	11.06.2021	М79	29	Продажа	42	36
31750	11.06.2021	М79	30	Поставка	20	207
31751	11.06.2021	М79	30	Продажа	12	257
31752	11.06.2021	М79	31	Поставка	30	48
31753	11.06.2021	М79	34	Поставка	20	77
31754	11.06.2021	М79	35	Поставка	30	56
31755	11.06.2021	М79	36	Продажа	10	357
31756	11.06.2021	М79	37	Поставка	30	77
31757	11.06.2021	М79	37	Продажа	23	64
31758	11.06.2021	М79	43	Продажа	14	96
31759	11.06.2021	М79	44	Продажа	15	86
31760	11.06.2021	М79	45	Поставка	10	34
31761	11.06.2021	М79	46	Поставка	20	44
31762	11.06.2021	М79	47	Продажа	9	602
31763	11.06.2021	М79	49	Продажа	32	73
31764	11.06.2021	М79	50	Поставка	10	71
31765	11.06.2021	М79	52	Поставка	50	35
31766	11.06.2021	М79	55	Поставка	20	47
31767	11.06.2021	М79	56	Продажа	11	92
31768	11.06.2021	М79	57	Поставка	20	294
31769	11.06.2021	М79	59	Продажа	13	272
31770	11.06.2021	М79	62	Поставка	10	101
31771	11.06.2021	М79	63	Поставка	10	228
31772	11.06.2021	М80	1	Поставка	10	246
31773	11.06.2021	М80	4	Продажа	8	19
31774	11.06.2021	М80	5	Продажа	32	45
31775	11.06.2021	М80	6	Продажа	14	230
31776	11.06.2021	М80	8	Поставка	30	41
31777	11.06.2021	М80	13	Поставка	30	36
31778	11.06.2021	М80	14	Поставка	20	162
31779	11.06.2021	М80	17	Продажа	10	206
31780	11.06.2021	М80	18	Продажа	31	76
31781	11.06.2021	М80	19	Продажа	17	207
31782	11.06.2021	М80	20	Поставка	50	86
31783	11.06.2021	М80	22	Поставка	10	403
31784	11.06.2021	М80	25	Продажа	9	172
31785	11.06.2021	М80	31	Продажа	19	64
31786	11.06.2021	М80	33	Продажа	16	64
31787	11.06.2021	М80	35	Поставка	30	61
31788	11.06.2021	М80	37	Продажа	28	87
31789	11.06.2021	М80	38	Продажа	19	94
31790	11.06.2021	М80	39	Поставка	10	340
31791	11.06.2021	М80	39	Продажа	6	448
31792	11.06.2021	М80	40	Продажа	6	265
31793	11.06.2021	М80	41	Поставка	20	111
31794	11.06.2021	М80	43	Поставка	10	86
31795	11.06.2021	М80	45	Продажа	4	41
31796	11.06.2021	М80	46	Продажа	16	56
31797	11.06.2021	М80	47	Продажа	6	620
31798	11.06.2021	М80	49	Продажа	39	50
31799	11.06.2021	М80	50	Поставка	10	83
31800	11.06.2021	М80	55	Поставка	20	52
31801	11.06.2021	М80	56	Поставка	10	96
31802	11.06.2021	М80	56	Продажа	12	81
31803	11.06.2021	М80	57	Поставка	20	323
31804	11.06.2021	М80	61	Поставка	10	98
31805	11.06.2021	М80	61	Продажа	6	94
31806	11.06.2021	М80	62	Продажа	4	162
31807	11.06.2021	М81	1	Поставка	20	238
31808	11.06.2021	М81	2	Продажа	31	71
31809	11.06.2021	М81	5	Продажа	54	38
31810	11.06.2021	М81	15	Поставка	20	46
31811	11.06.2021	М81	16	Поставка	10	384
31812	11.06.2021	М81	16	Продажа	16	460
31813	11.06.2021	М81	18	Поставка	50	64
31814	11.06.2021	М81	21	Поставка	20	176
31815	11.06.2021	М81	22	Поставка	10	347
31816	11.06.2021	М81	24	Продажа	31	270
31817	11.06.2021	М81	25	Продажа	14	137
31818	11.06.2021	М81	26	Поставка	50	57
31819	11.06.2021	М81	28	Поставка	40	40
31820	11.06.2021	М81	30	Продажа	30	186
31821	11.06.2021	М81	32	Продажа	39	81
31822	11.06.2021	М81	34	Поставка	50	81
31823	11.06.2021	М81	36	Поставка	20	420
31824	11.06.2021	М81	37	Продажа	58	82
31825	11.06.2021	М81	43	Продажа	21	110
31826	11.06.2021	М81	47	Продажа	17	484
31827	11.06.2021	М81	48	Продажа	46	138
31828	11.06.2021	М81	49	Поставка	50	55
31829	11.06.2021	М81	53	Поставка	40	67
31830	11.06.2021	М81	54	Поставка	50	80
31831	11.06.2021	М81	57	Продажа	37	396
31832	11.06.2021	М81	58	Продажа	11	235
31833	11.06.2021	М81	60	Поставка	10	147
31834	11.06.2021	М81	60	Продажа	13	161
31835	11.06.2021	М81	61	Поставка	10	73
31836	11.06.2021	М81	62	Поставка	10	116
31837	11.06.2021	М81	62	Продажа	8	124
31838	11.06.2021	М81	64	Поставка	50	46
31839	11.06.2021	М82	3	Поставка	200	89
31840	11.06.2021	М82	3	Продажа	177	85
31841	11.06.2021	М82	6	Поставка	100	157
31842	11.06.2021	М82	9	Поставка	200	88
31843	11.06.2021	М82	10	Поставка	100	174
31844	11.06.2021	М82	15	Продажа	91	56
31845	11.06.2021	М82	16	Продажа	63	416
31846	11.06.2021	М82	19	Поставка	100	191
31847	11.06.2021	М82	20	Продажа	409	116
31848	11.06.2021	М82	21	Поставка	50	216
31849	11.06.2021	М82	24	Поставка	100	182
31850	11.06.2021	М82	28	Поставка	100	31
31851	11.06.2021	М82	29	Продажа	275	32
31852	11.06.2021	М82	30	Поставка	100	192
31853	11.06.2021	М82	32	Поставка	200	61
31854	11.06.2021	М82	33	Продажа	119	64
31855	11.06.2021	М82	36	Продажа	67	427
31856	11.06.2021	М82	40	Продажа	71	216
31857	11.06.2021	М82	41	Поставка	200	85
31858	11.06.2021	М82	43	Поставка	100	81
31859	11.06.2021	М82	46	Поставка	100	45
31860	11.06.2021	М82	51	Продажа	50	352
31861	11.06.2021	М82	52	Поставка	400	28
31862	11.06.2021	М82	56	Поставка	100	91
31863	11.06.2021	М82	58	Поставка	50	190
31864	11.06.2021	М82	59	Поставка	100	178
31865	11.06.2021	М82	60	Поставка	50	168
31866	11.06.2021	М82	62	Поставка	40	140
31867	11.06.2021	М82	63	Поставка	20	288
31868	11.06.2021	М82	64	Продажа	301	64
31869	11.06.2021	М83	3	Продажа	20	76
31870	11.06.2021	М83	7	Поставка	10	41
31871	11.06.2021	М83	10	Продажа	14	179
31872	11.06.2021	М83	12	Продажа	18	179
31873	11.06.2021	М83	13	Продажа	33	59
31874	11.06.2021	М83	15	Продажа	14	52
31875	11.06.2021	М83	16	Поставка	10	428
31876	11.06.2021	М83	18	Продажа	32	82
31877	11.06.2021	М83	21	Поставка	10	176
31878	11.06.2021	М83	24	Поставка	20	189
31879	11.06.2021	М83	25	Поставка	10	118
31880	11.06.2021	М83	28	Поставка	20	41
31881	11.06.2021	М83	31	Продажа	19	46
31882	11.06.2021	М83	33	Поставка	20	53
31883	11.06.2021	М83	33	Продажа	16	51
31884	11.06.2021	М83	37	Поставка	30	67
31885	11.06.2021	М83	37	Продажа	27	71
31886	11.06.2021	М83	42	Поставка	10	78
31887	11.06.2021	М83	45	Поставка	10	36
31888	11.06.2021	М83	45	Продажа	5	45
31889	11.06.2021	М83	46	Поставка	20	49
31890	11.06.2021	М83	47	Продажа	8	672
31891	11.06.2021	М83	50	Поставка	10	102
31892	11.06.2021	М83	52	Поставка	50	25
31893	11.06.2021	М83	58	Поставка	10	180
31894	11.06.2021	М83	60	Продажа	6	182
31895	11.06.2021	М83	62	Поставка	10	125
31896	11.06.2021	М83	63	Продажа	3	264
31897	11.06.2021	М84	2	Поставка	100	75
31898	11.06.2021	М84	3	Продажа	187	93
31899	11.06.2021	М84	8	Поставка	300	52
31900	11.06.2021	М84	11	Поставка	50	260
31901	11.06.2021	М84	13	Поставка	300	54
31902	11.06.2021	М84	15	Поставка	100	59
31903	11.06.2021	М84	17	Продажа	81	226
31904	11.06.2021	М84	19	Поставка	100	202
31905	11.06.2021	М84	23	Поставка	50	560
31906	11.06.2021	М84	26	Поставка	200	67
31907	11.06.2021	М84	30	Поставка	100	182
31908	11.06.2021	М84	31	Поставка	200	46
31909	11.06.2021	М84	31	Продажа	149	61
31910	11.06.2021	М84	32	Поставка	200	59
31911	11.06.2021	М84	36	Поставка	100	343
31912	11.06.2021	М84	38	Поставка	100	83
31913	11.06.2021	М84	41	Поставка	200	90
31914	11.06.2021	М84	44	Поставка	100	60
31915	11.06.2021	М84	44	Продажа	104	65
31916	11.06.2021	М84	49	Поставка	300	49
31917	11.06.2021	М84	51	Поставка	50	437
31918	11.06.2021	М84	51	Продажа	59	459
31919	11.06.2021	М84	53	Продажа	136	92
31920	11.06.2021	М84	55	Поставка	200	41
31921	11.06.2021	М84	57	Поставка	200	389
31922	11.06.2021	М84	58	Поставка	50	151
31923	11.06.2021	М84	61	Поставка	30	75
31924	11.06.2021	М85	1	Поставка	200	246
31925	11.06.2021	М85	5	Продажа	456	52
31926	11.06.2021	М85	6	Поставка	200	214
31927	11.06.2021	М85	9	Продажа	308	120
31928	11.06.2021	М85	12	Поставка	300	139
31929	11.06.2021	М85	15	Поставка	200	56
31930	11.06.2021	М85	18	Продажа	676	76
31931	11.06.2021	М85	20	Продажа	855	135
31932	11.06.2021	М85	21	Продажа	171	205
31933	11.06.2021	М85	23	Продажа	101	580
31934	11.06.2021	М85	29	Продажа	570	35
31935	11.06.2021	М85	33	Поставка	300	47
31936	11.06.2021	М85	34	Поставка	400	109
31937	11.06.2021	М85	35	Поставка	600	59
31938	11.06.2021	М85	38	Продажа	212	100
31939	11.06.2021	М85	43	Поставка	200	67
31940	11.06.2021	М85	44	Поставка	200	65
31941	11.06.2021	М85	44	Продажа	203	76
31942	11.06.2021	М85	49	Продажа	615	67
31943	11.06.2021	М85	50	Продажа	84	98
31944	11.06.2021	М85	51	Поставка	100	307
31945	11.06.2021	М85	51	Продажа	105	522
31946	11.06.2021	М85	53	Поставка	300	82
31947	11.06.2021	М85	54	Поставка	700	97
31948	11.06.2021	М85	55	Поставка	400	45
31949	11.06.2021	М85	56	Поставка	200	85
31950	11.06.2021	М85	56	Продажа	235	130
31951	11.06.2021	М85	60	Поставка	100	174
31952	11.06.2021	М85	62	Продажа	71	114
31953	11.06.2021	М86	4	Поставка	50	12
31954	11.06.2021	М86	4	Продажа	41	18
31955	11.06.2021	М86	5	Поставка	100	33
31956	11.06.2021	М86	5	Продажа	96	37
31957	11.06.2021	М86	12	Продажа	77	203
31958	11.06.2021	М86	15	Продажа	56	72
31959	11.06.2021	М86	17	Поставка	40	153
31960	11.06.2021	М86	21	Продажа	36	216
31961	11.06.2021	М86	27	Поставка	20	413
31962	11.06.2021	М86	31	Продажа	75	62
31963	11.06.2021	М86	32	Продажа	70	70
31964	11.06.2021	М86	33	Продажа	58	60
31965	11.06.2021	М86	34	Продажа	94	134
31966	11.06.2021	М86	36	Продажа	38	504
31967	11.06.2021	М86	37	Поставка	100	80
31968	11.06.2021	М86	39	Поставка	20	360
31969	11.06.2021	М86	43	Продажа	47	81
31970	11.06.2021	М86	44	Поставка	50	54
31971	11.06.2021	М86	45	Продажа	15	47
31972	11.06.2021	М86	47	Поставка	30	442
31973	11.06.2021	М86	47	Продажа	26	578
31974	11.06.2021	М86	48	Поставка	100	118
31975	11.06.2021	М86	52	Поставка	200	27
31976	11.06.2021	М86	52	Продажа	199	40
31977	11.06.2021	М86	53	Поставка	100	58
31978	11.06.2021	М86	56	Продажа	43	123
31979	11.06.2021	М86	61	Продажа	18	118
31980	11.06.2021	М86	62	Продажа	16	132
31981	11.06.2021	М86	63	Продажа	10	338
31982	11.06.2021	М86	64	Поставка	100	42
31983	11.06.2021	М87	4	Продажа	19	17
31984	11.06.2021	М87	5	Поставка	50	39
31985	11.06.2021	М87	7	Поставка	10	39
31986	11.06.2021	М87	8	Поставка	50	46
31987	11.06.2021	М87	10	Поставка	20	168
31988	11.06.2021	М87	11	Продажа	15	293
31989	11.06.2021	М87	12	Поставка	50	152
31990	11.06.2021	М87	17	Продажа	23	230
31991	11.06.2021	М87	23	Продажа	13	530
31992	11.06.2021	М87	34	Продажа	45	124
31993	11.06.2021	М87	36	Продажа	19	417
31994	11.06.2021	М87	38	Продажа	31	74
31995	11.06.2021	М87	39	Продажа	14	460
31996	11.06.2021	М87	41	Продажа	41	96
31997	11.06.2021	М87	46	Продажа	38	49
31998	11.06.2021	М87	47	Поставка	10	475
31999	11.06.2021	М87	48	Поставка	50	93
32000	11.06.2021	М87	49	Продажа	78	70
32001	11.06.2021	М87	50	Поставка	10	70
32002	11.06.2021	М87	50	Продажа	9	121
32003	11.06.2021	М87	51	Поставка	10	440
32004	11.06.2021	М87	55	Поставка	40	49
32005	11.06.2021	М87	58	Поставка	10	168
32006	11.06.2021	М87	59	Поставка	30	174
32007	11.06.2021	М87	60	Продажа	14	222
32008	11.06.2021	М87	62	Поставка	10	100
32009	11.06.2021	М87	62	Продажа	7	128
32010	11.06.2021	М87	63	Поставка	10	283
32011	11.06.2021	М87	63	Продажа	5	242
32012	11.06.2021	М87	64	Поставка	100	42
32013	11.06.2021	М88	2	Поставка	10	76
32014	11.06.2021	М88	5	Продажа	31	46
32015	11.06.2021	М88	6	Поставка	20	155
32016	11.06.2021	М88	6	Продажа	17	200
32017	11.06.2021	М88	8	Поставка	30	46
32018	11.06.2021	М88	8	Продажа	29	70
32019	11.06.2021	М88	10	Поставка	10	209
32020	11.06.2021	М88	11	Поставка	10	209
32021	11.06.2021	М88	13	Поставка	30	41
32022	11.06.2021	М88	14	Поставка	20	160
32023	11.06.2021	М88	17	Поставка	10	143
32024	11.06.2021	М88	17	Продажа	10	199
32025	11.06.2021	М88	19	Продажа	16	220
32026	11.06.2021	М88	20	Поставка	40	107
32027	11.06.2021	М88	20	Продажа	51	108
32028	11.06.2021	М88	24	Поставка	20	191
32029	11.06.2021	М88	25	Поставка	10	124
32030	11.06.2021	М88	25	Продажа	8	172
32031	11.06.2021	М88	26	Поставка	30	84
32032	11.06.2021	М88	28	Продажа	18	41
32033	11.06.2021	М88	34	Продажа	24	127
32034	11.06.2021	М88	35	Поставка	30	48
32035	11.06.2021	М88	36	Поставка	10	340
32036	11.06.2021	М88	48	Поставка	20	110
32037	11.06.2021	М88	49	Поставка	30	49
32038	11.06.2021	М88	49	Продажа	33	73
32039	11.06.2021	М88	51	Продажа	6	337
32040	11.06.2021	М88	52	Поставка	50	33
32041	11.06.2021	М88	52	Продажа	39	38
32042	11.06.2021	М88	53	Поставка	10	82
32043	11.06.2021	М88	59	Продажа	13	274
32044	11.06.2021	М88	64	Продажа	33	60
32045	11.06.2021	М89	2	Продажа	26	111
32046	11.06.2021	М89	5	Поставка	50	35
32047	11.06.2021	М89	6	Поставка	30	148
32048	11.06.2021	М89	6	Продажа	31	216
32049	11.06.2021	М89	9	Продажа	30	77
32050	11.06.2021	М89	12	Поставка	30	174
32051	11.06.2021	М89	14	Поставка	40	215
32052	11.06.2021	М89	15	Продажа	28	82
32053	11.06.2021	М89	17	Поставка	30	151
32054	11.06.2021	М89	18	Поставка	50	68
32055	11.06.2021	М89	21	Продажа	16	241
32056	11.06.2021	М89	24	Поставка	30	155
32057	11.06.2021	М89	24	Продажа	28	167
32058	11.06.2021	М89	25	Поставка	20	139
32059	11.06.2021	М89	26	Продажа	50	104
32060	11.06.2021	М89	28	Поставка	30	41
32061	11.06.2021	М89	28	Продажа	35	44
32062	11.06.2021	М89	32	Поставка	40	46
32063	11.06.2021	М89	34	Поставка	50	92
32064	11.06.2021	М89	36	Продажа	17	476
32065	11.06.2021	М89	37	Продажа	62	78
32066	11.06.2021	М89	39	Продажа	12	468
32067	11.06.2021	М89	40	Поставка	10	198
32068	11.06.2021	М89	45	Поставка	10	32
32069	11.06.2021	М89	46	Поставка	40	58
32070	11.06.2021	М89	48	Продажа	48	160
32071	11.06.2021	М89	53	Продажа	39	71
32072	11.06.2021	М89	55	Продажа	50	57
32073	11.06.2021	М89	56	Поставка	30	85
32074	11.06.2021	М89	56	Продажа	25	102
32075	11.06.2021	М89	61	Продажа	10	113
32076	11.06.2021	М89	62	Поставка	10	120
32077	11.06.2021	М89	64	Продажа	72	70
32078	11.06.2021	М90	2	Продажа	18	86
32079	11.06.2021	М90	5	Продажа	28	37
32080	11.06.2021	М90	6	Поставка	10	151
32081	11.06.2021	М90	7	Продажа	7	51
32082	11.06.2021	М90	8	Продажа	27	54
32083	11.06.2021	М90	12	Поставка	20	128
32084	11.06.2021	М90	12	Продажа	20	208
32085	11.06.2021	М90	14	Продажа	13	190
32086	11.06.2021	М90	15	Поставка	10	56
32087	11.06.2021	М90	16	Продажа	7	364
32088	11.06.2021	М90	22	Поставка	10	385
32089	11.06.2021	М90	24	Поставка	20	144
32090	11.06.2021	М90	24	Продажа	18	173
32091	11.06.2021	М90	28	Поставка	20	33
32092	11.06.2021	М90	32	Поставка	20	64
32093	11.06.2021	М90	33	Поставка	10	57
32094	11.06.2021	М90	42	Продажа	11	97
32095	11.06.2021	М90	43	Продажа	12	87
32096	11.06.2021	М90	44	Продажа	15	90
32097	11.06.2021	М90	47	Продажа	7	526
32098	11.06.2021	М90	48	Поставка	20	138
32099	11.06.2021	М90	48	Продажа	17	146
32100	11.06.2021	М90	50	Поставка	10	97
32101	11.06.2021	М90	51	Поставка	10	337
32102	11.06.2021	М90	58	Поставка	10	179
32103	11.06.2021	М90	58	Продажа	7	199
32104	11.06.2021	М90	60	Поставка	10	180
32105	11.06.2021	М90	61	Продажа	6	83
32106	11.06.2021	М90	62	Поставка	10	119
32107	11.06.2021	М90	64	Поставка	30	48
32108	11.06.2021	М90	64	Продажа	36	44
32109	11.06.2021	М91	2	Поставка	50	80
32110	11.06.2021	М91	2	Продажа	68	86
32111	11.06.2021	М91	4	Поставка	40	18
32112	11.06.2021	М91	4	Продажа	34	16
32113	11.06.2021	М91	7	Поставка	30	34
32114	11.06.2021	М91	7	Продажа	27	35
32115	11.06.2021	М91	9	Поставка	50	88
32116	11.06.2021	М91	17	Поставка	40	162
32117	11.06.2021	М91	17	Продажа	52	173
32118	11.06.2021	М91	21	Поставка	40	193
32119	11.06.2021	М91	24	Поставка	50	178
32120	11.06.2021	М91	27	Продажа	19	469
32121	11.06.2021	М91	28	Продажа	66	44
32122	11.06.2021	М91	29	Поставка	200	37
32123	11.06.2021	М91	30	Поставка	50	213
32124	11.06.2021	М91	30	Продажа	56	186
32125	11.06.2021	М91	36	Продажа	40	459
32126	11.06.2021	М91	37	Поставка	100	83
32127	11.06.2021	М91	40	Поставка	30	221
32128	11.06.2021	М91	41	Продажа	66	109
32129	11.06.2021	М91	42	Продажа	45	70
32130	11.06.2021	М91	43	Поставка	50	90
32131	11.06.2021	М91	46	Поставка	50	46
32132	11.06.2021	М91	46	Продажа	72	56
32133	11.06.2021	М91	47	Продажа	32	602
32134	11.06.2021	М91	48	Продажа	85	116
32135	11.06.2021	М91	51	Поставка	30	426
32136	11.06.2021	М91	52	Продажа	205	44
32137	11.06.2021	М91	53	Поставка	100	57
32138	11.06.2021	М91	55	Продажа	101	43
32139	11.06.2021	М91	56	Поставка	50	91
32140	11.06.2021	М91	61	Поставка	20	83
32141	11.06.2021	М91	63	Поставка	10	262
32142	11.06.2021	М92	4	Продажа	19	15
32143	11.06.2021	М92	7	Продажа	16	44
32144	11.06.2021	М92	8	Поставка	50	51
32145	11.06.2021	М92	9	Продажа	30	118
32146	11.06.2021	М92	11	Поставка	10	209
32147	11.06.2021	М92	12	Продажа	39	232
32148	11.06.2021	М92	15	Поставка	20	66
32149	11.06.2021	М92	15	Продажа	31	60
32150	11.06.2021	М92	17	Продажа	19	226
32151	11.06.2021	М92	22	Поставка	10	385
32152	11.06.2021	М92	24	Поставка	40	146
32153	11.06.2021	М92	31	Поставка	50	50
32154	11.06.2021	М92	34	Поставка	40	79
32155	11.06.2021	М92	39	Продажа	11	540
32156	11.06.2021	М92	49	Продажа	70	50
32157	11.06.2021	М92	52	Продажа	113	37
32158	11.06.2021	М92	54	Продажа	75	118
32159	11.06.2021	М92	56	Продажа	27	121
32160	11.06.2021	М92	58	Поставка	10	162
32161	11.06.2021	М92	61	Продажа	8	86
32162	11.06.2021	М92	64	Поставка	50	55
32163	11.06.2021	М92	64	Продажа	72	43
32164	11.06.2021	М93	2	Поставка	200	85
32165	11.06.2021	М93	3	Поставка	400	67
32166	11.06.2021	М93	4	Поставка	100	17
32167	11.06.2021	М93	5	Продажа	382	42
32168	11.06.2021	М93	7	Поставка	100	36
32169	11.06.2021	М93	13	Продажа	424	55
32170	11.06.2021	М93	15	Продажа	195	75
32171	11.06.2021	М93	17	Поставка	200	202
32172	11.06.2021	М93	19	Поставка	300	164
32173	11.06.2021	М93	20	Продажа	737	87
32174	11.06.2021	М93	29	Продажа	557	37
32175	11.06.2021	М93	30	Продажа	200	277
32176	11.06.2021	М93	31	Поставка	300	60
32177	11.06.2021	М93	31	Продажа	319	64
32178	11.06.2021	М93	32	Поставка	300	66
